what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1339684661718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684662875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684830062
activated,editor,org.eclipse.birt.report.designer.ui.ide,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editors.LibraryEditor",1339684836250
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1339684837390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684841812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684864218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684867937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684930312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684932093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684933328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684935859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684944937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339684949875
activated,editor,org.eclipse.birt.report.designer.ui.ide,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editors.LibraryEditor",1339684950453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684956500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339684965031
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1339684971593
activated,editor,org.eclipse.birt.report.designer.ui.ide,3.7.2.v20120213,"org.eclipse.birt.report.designer.ui.editors.LibraryEditor",1339684974390
activated,view,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef.ui.palette_view",1339684981515
